"curation_id","curated_body_site","curated_body_site_ontology_term_id","curated_body_subsite","curated_body_subsite_ontology_term_id","curated_body_subsite_source"
"QinJ_2012:T2D-048","feces","UBERON:0001988",NA,NA,NA
"QinJ_2012:T2D-049","feces","UBERON:0001988",NA,NA,NA
"QinJ_2012:T2D-050","feces","UBERON:0001988",NA,NA,NA
"QinJ_2012:T2D-051","feces","UBERON:0001988",NA,NA,NA
"QinJ_2012:T2D-052","feces","UBERON:0001988",NA,NA,NA
"QinJ_2012:T2D-053","feces","UBERON:0001988",NA,NA,NA
"QinJ_2012:T2D-054","feces","UBERON:0001988",NA,NA,NA
"QinJ_2012:T2D-055","feces","UBERON:0001988",NA,NA,NA
"QinJ_2012:T2D-056","feces","UBERON:0001988",NA,NA,NA
"QinJ_2012:T2D-057","feces","UBERON:0001988",NA,NA,NA
"QinJ_2012:T2D-058","feces","UBERON:0001988",NA,NA,NA
"QinJ_2012:T2D-059","feces","UBERON:0001988",NA,NA,NA
"QinJ_2012:T2D-060","feces","UBERON:0001988",NA,NA,NA
"QinJ_2012:T2D-061","feces","UBERON:0001988",NA,NA,NA
"QinJ_2012:T2D-062","feces","UBERON:0001988",NA,NA,NA
"QinJ_2012:T2D-063","feces","UBERON:0001988",NA,NA,NA
"QinJ_2012:T2D-064","feces","UBERON:0001988",NA,NA,NA
"QinJ_2012:T2D-065","feces","UBERON:0001988",NA,NA,NA
"QinJ_2012:T2D-066","feces","UBERON:0001988",NA,NA,NA
"QinJ_2012:T2D-067","feces","UBERON:0001988",NA,NA,NA
"QinJ_2012:T2D-068","feces","UBERON:0001988",NA,NA,NA
"QinJ_2012:T2D-069","feces","UBERON:0001988",NA,NA,NA
"QinJ_2012:T2D-070","feces","UBERON:0001988",NA,NA,NA
"QinJ_2012:T2D-071","feces","UBERON:0001988",NA,NA,NA
"QinJ_2012:T2D-072","feces","UBERON:0001988",NA,NA,NA
"QinJ_2012:T2D-073","feces","UBERON:0001988",NA,NA,NA
"QinJ_2012:T2D-074","feces","UBERON:0001988",NA,NA,NA
"QinJ_2012:T2D-075","feces","UBERON:0001988",NA,NA,NA
"QinJ_2012:T2D-076","feces","UBERON:0001988",NA,NA,NA
"QinJ_2012:T2D-077","feces","UBERON:0001988",NA,NA,NA
"QinJ_2012:T2D-078","feces","UBERON:0001988",NA,NA,NA
"QinJ_2012:T2D-079","feces","UBERON:0001988",NA,NA,NA
"QinJ_2012:T2D-080","feces","UBERON:0001988",NA,NA,NA
"QinJ_2012:T2D-081","feces","UBERON:0001988",NA,NA,NA
"QinJ_2012:T2D-082","feces","UBERON:0001988",NA,NA,NA
"QinJ_2012:T2D-083","feces","UBERON:0001988",NA,NA,NA
"QinJ_2012:T2D-084","feces","UBERON:0001988",NA,NA,NA
"QinJ_2012:T2D-085","feces","UBERON:0001988",NA,NA,NA
"QinJ_2012:T2D-086","feces","UBERON:0001988",NA,NA,NA
"QinJ_2012:T2D-087","feces","UBERON:0001988",NA,NA,NA
"QinJ_2012:T2D-088","feces","UBERON:0001988",NA,NA,NA
"QinJ_2012:T2D-089","feces","UBERON:0001988",NA,NA,NA
"QinJ_2012:T2D-090","feces","UBERON:0001988",NA,NA,NA
"QinJ_2012:T2D-091","feces","UBERON:0001988",NA,NA,NA
"QinJ_2012:T2D-092","feces","UBERON:0001988",NA,NA,NA
"QinJ_2012:T2D-093","feces","UBERON:0001988",NA,NA,NA
"QinJ_2012:T2D-094","feces","UBERON:0001988",NA,NA,NA
"QinJ_2012:T2D-095","feces","UBERON:0001988",NA,NA,NA
"QinJ_2012:T2D-096","feces","UBERON:0001988",NA,NA,NA
"QinJ_2012:T2D-097","feces","UBERON:0001988",NA,NA,NA
"QinJ_2012:T2D-098","feces","UBERON:0001988",NA,NA,NA
"QinJ_2012:T2D-099","feces","UBERON:0001988",NA,NA,NA
"QinJ_2012:T2D-100","feces","UBERON:0001988",NA,NA,NA
"QinJ_2012:T2D-101","feces","UBERON:0001988",NA,NA,NA
"QinJ_2012:T2D-102","feces","UBERON:0001988",NA,NA,NA
"QinJ_2012:T2D-103","feces","UBERON:0001988",NA,NA,NA
"QinJ_2012:T2D-104","feces","UBERON:0001988",NA,NA,NA
"QinJ_2012:T2D-105","feces","UBERON:0001988",NA,NA,NA
"QinJ_2012:T2D-106","feces","UBERON:0001988",NA,NA,NA
"QinJ_2012:T2D-107","feces","UBERON:0001988",NA,NA,NA
"QinN_2014:HD-1","feces","UBERON:0001988",NA,NA,NA
"QinN_2014:HD-10","feces","UBERON:0001988",NA,NA,NA
"QinN_2014:HD-11","feces","UBERON:0001988",NA,NA,NA
"QinN_2014:HD-12","feces","UBERON:0001988",NA,NA,NA
"QinN_2014:HD-13","feces","UBERON:0001988",NA,NA,NA
"QinN_2014:HD-14","feces","UBERON:0001988",NA,NA,NA
"QinN_2014:HD-15","feces","UBERON:0001988",NA,NA,NA
"QinN_2014:HD-16","feces","UBERON:0001988",NA,NA,NA
"QinN_2014:HD-17","feces","UBERON:0001988",NA,NA,NA
"QinN_2014:HD-18","feces","UBERON:0001988",NA,NA,NA
"QinN_2014:HD-19","feces","UBERON:0001988",NA,NA,NA
"QinN_2014:HD-2","feces","UBERON:0001988",NA,NA,NA
"QinN_2014:HD-20","feces","UBERON:0001988",NA,NA,NA
"QinN_2014:HD-21","feces","UBERON:0001988",NA,NA,NA
"QinN_2014:HD-22","feces","UBERON:0001988",NA,NA,NA
"QinN_2014:HD-23","feces","UBERON:0001988",NA,NA,NA
"QinN_2014:HD-24","feces","UBERON:0001988",NA,NA,NA
"QinN_2014:HD-25","feces","UBERON:0001988",NA,NA,NA
"QinN_2014:HD-26","feces","UBERON:0001988",NA,NA,NA
"QinN_2014:HD-27","feces","UBERON:0001988",NA,NA,NA
"QinN_2014:HD-28","feces","UBERON:0001988",NA,NA,NA
"QinN_2014:HD-29","feces","UBERON:0001988",NA,NA,NA
"QinN_2014:HD-3","feces","UBERON:0001988",NA,NA,NA
"QinN_2014:HD-30","feces","UBERON:0001988",NA,NA,NA
"QinN_2014:HD-31","feces","UBERON:0001988",NA,NA,NA
"QinN_2014:HD-32","feces","UBERON:0001988",NA,NA,NA
"QinN_2014:HD-33","feces","UBERON:0001988",NA,NA,NA
"QinN_2014:HD-34","feces","UBERON:0001988",NA,NA,NA
"QinN_2014:HD-35","feces","UBERON:0001988",NA,NA,NA
"QinN_2014:HD-36","feces","UBERON:0001988",NA,NA,NA
"QinN_2014:HD-37","feces","UBERON:0001988",NA,NA,NA
"QinN_2014:HD-38","feces","UBERON:0001988",NA,NA,NA
"QinN_2014:HD-39","feces","UBERON:0001988",NA,NA,NA
"QinN_2014:HD-4","feces","UBERON:0001988",NA,NA,NA
"QinN_2014:HD-40","feces","UBERON:0001988",NA,NA,NA
"QinN_2014:HD-41","feces","UBERON:0001988",NA,NA,NA
"QinN_2014:HD-42","feces","UBERON:0001988",NA,NA,NA
"QinN_2014:HD-43","feces","UBERON:0001988",NA,NA,NA
"QinN_2014:HD-44","feces","UBERON:0001988",NA,NA,NA
"QinN_2014:HD-45","feces","UBERON:0001988",NA,NA,NA
"QinN_2014:HD-46","feces","UBERON:0001988",NA,NA,NA
"QinN_2014:HD-47","feces","UBERON:0001988",NA,NA,NA
"QinN_2014:HD-48","feces","UBERON:0001988",NA,NA,NA
"QinN_2014:HD-49","feces","UBERON:0001988",NA,NA,NA
"QinN_2014:HD-5","feces","UBERON:0001988",NA,NA,NA
"QinN_2014:HD-50","feces","UBERON:0001988",NA,NA,NA
"QinN_2014:HD-51","feces","UBERON:0001988",NA,NA,NA
"QinN_2014:HD-52","feces","UBERON:0001988",NA,NA,NA
"QinN_2014:HD-53","feces","UBERON:0001988",NA,NA,NA
"QinN_2014:HD-54","feces","UBERON:0001988",NA,NA,NA
"QinN_2014:HD-55","feces","UBERON:0001988",NA,NA,NA
"QinN_2014:HD-56","feces","UBERON:0001988",NA,NA,NA
"QinN_2014:HD-57","feces","UBERON:0001988",NA,NA,NA
"QinN_2014:HD-58","feces","UBERON:0001988",NA,NA,NA
"QinN_2014:HD-59","feces","UBERON:0001988",NA,NA,NA
"QinN_2014:HD-6","feces","UBERON:0001988",NA,NA,NA
"QinN_2014:HD-60","feces","UBERON:0001988",NA,NA,NA
"QinN_2014:HD-61","feces","UBERON:0001988",NA,NA,NA
"QinN_2014:HD-62","feces","UBERON:0001988",NA,NA,NA
"QinN_2014:HD-63","feces","UBERON:0001988",NA,NA,NA
"QinN_2014:HD-64","feces","UBERON:0001988",NA,NA,NA
"QinN_2014:HD-65","feces","UBERON:0001988",NA,NA,NA
"QinN_2014:HD-66","feces","UBERON:0001988",NA,NA,NA
"QinN_2014:HD-67","feces","UBERON:0001988",NA,NA,NA
"QinN_2014:HD-68","feces","UBERON:0001988",NA,NA,NA
"QinN_2014:HD-69","feces","UBERON:0001988",NA,NA,NA
"QinN_2014:HD-7","feces","UBERON:0001988",NA,NA,NA
"QinN_2014:HD-70","feces","UBERON:0001988",NA,NA,NA
"QinN_2014:HD-71","feces","UBERON:0001988",NA,NA,NA
"QinN_2014:HD-72","feces","UBERON:0001988",NA,NA,NA
"QinN_2014:HD-73","feces","UBERON:0001988",NA,NA,NA
"QinN_2014:HD-74","feces","UBERON:0001988",NA,NA,NA
"QinN_2014:HD-75","feces","UBERON:0001988",NA,NA,NA
"QinN_2014:HD-76","feces","UBERON:0001988",NA,NA,NA
"QinN_2014:HD-77","feces","UBERON:0001988",NA,NA,NA
"QinN_2014:HD-78","feces","UBERON:0001988",NA,NA,NA
"QinN_2014:HD-79","feces","UBERON:0001988",NA,NA,NA
"QinN_2014:HD-8","feces","UBERON:0001988",NA,NA,NA
"QinN_2014:HD-80","feces","UBERON:0001988",NA,NA,NA
"QinN_2014:HD-81","feces","UBERON:0001988",NA,NA,NA
"QinN_2014:HD-82","feces","UBERON:0001988",NA,NA,NA
"QinN_2014:HD-83","feces","UBERON:0001988",NA,NA,NA
"QinN_2014:HD-9","feces","UBERON:0001988",NA,NA,NA
"QinN_2014:HV-1","feces","UBERON:0001988",NA,NA,NA
"QinN_2014:HV-10","feces","UBERON:0001988",NA,NA,NA
"QinN_2014:HV-11","feces","UBERON:0001988",NA,NA,NA
"QinN_2014:HV-12","feces","UBERON:0001988",NA,NA,NA
"QinN_2014:HV-13","feces","UBERON:0001988",NA,NA,NA
"QinN_2014:HV-14","feces","UBERON:0001988",NA,NA,NA
"QinN_2014:HV-15","feces","UBERON:0001988",NA,NA,NA
"QinN_2014:HV-16","feces","UBERON:0001988",NA,NA,NA
"QinN_2014:HV-17","feces","UBERON:0001988",NA,NA,NA
"QinN_2014:HV-18","feces","UBERON:0001988",NA,NA,NA
"QinN_2014:HV-19","feces","UBERON:0001988",NA,NA,NA
"QinN_2014:HV-2","feces","UBERON:0001988",NA,NA,NA
"QinN_2014:HV-20","feces","UBERON:0001988",NA,NA,NA
"QinN_2014:HV-21","feces","UBERON:0001988",NA,NA,NA
"QinN_2014:HV-22","feces","UBERON:0001988",NA,NA,NA
"QinN_2014:HV-23","feces","UBERON:0001988",NA,NA,NA
"QinN_2014:HV-24","feces","UBERON:0001988",NA,NA,NA
"QinN_2014:HV-25","feces","UBERON:0001988",NA,NA,NA
"QinN_2014:HV-26","feces","UBERON:0001988",NA,NA,NA
"QinN_2014:HV-27","feces","UBERON:0001988",NA,NA,NA
"QinN_2014:HV-28","feces","UBERON:0001988",NA,NA,NA
"QinN_2014:HV-29","feces","UBERON:0001988",NA,NA,NA
"QinN_2014:HV-3","feces","UBERON:0001988",NA,NA,NA
"QinN_2014:HV-30","feces","UBERON:0001988",NA,NA,NA
"QinN_2014:HV-31","feces","UBERON:0001988",NA,NA,NA
"QinN_2014:HV-4","feces","UBERON:0001988",NA,NA,NA
"QinN_2014:HV-5","feces","UBERON:0001988",NA,NA,NA
"QinN_2014:HV-6","feces","UBERON:0001988",NA,NA,NA
"QinN_2014:HV-7","feces","UBERON:0001988",NA,NA,NA
"QinN_2014:HV-8","feces","UBERON:0001988",NA,NA,NA
"QinN_2014:HV-9","feces","UBERON:0001988",NA,NA,NA
"QinN_2014:LD-1","feces","UBERON:0001988",NA,NA,NA
"QinN_2014:LD-10","feces","UBERON:0001988",NA,NA,NA
"QinN_2014:LD-11","feces","UBERON:0001988",NA,NA,NA
"QinN_2014:LD-12","feces","UBERON:0001988",NA,NA,NA
"QinN_2014:LD-13","feces","UBERON:0001988",NA,NA,NA
"QinN_2014:LD-14","feces","UBERON:0001988",NA,NA,NA
"QinN_2014:LD-15","feces","UBERON:0001988",NA,NA,NA
"QinN_2014:LD-16","feces","UBERON:0001988",NA,NA,NA
"QinN_2014:LD-17","feces","UBERON:0001988",NA,NA,NA
"QinN_2014:LD-18","feces","UBERON:0001988",NA,NA,NA
"QinN_2014:LD-19","feces","UBERON:0001988",NA,NA,NA
"QinN_2014:LD-2","feces","UBERON:0001988",NA,NA,NA
"QinN_2014:LD-20","feces","UBERON:0001988",NA,NA,NA
"QinN_2014:LD-21","feces","UBERON:0001988",NA,NA,NA
"QinN_2014:LD-22","feces","UBERON:0001988",NA,NA,NA
"QinN_2014:LD-23","feces","UBERON:0001988",NA,NA,NA
"QinN_2014:LD-24","feces","UBERON:0001988",NA,NA,NA
"QinN_2014:LD-25","feces","UBERON:0001988",NA,NA,NA
"QinN_2014:LD-26","feces","UBERON:0001988",NA,NA,NA
"QinN_2014:LD-27","feces","UBERON:0001988",NA,NA,NA
"QinN_2014:LD-28","feces","UBERON:0001988",NA,NA,NA
"QinN_2014:LD-29","feces","UBERON:0001988",NA,NA,NA
"QinN_2014:LD-3","feces","UBERON:0001988",NA,NA,NA
"QinN_2014:LD-30","feces","UBERON:0001988",NA,NA,NA
"QinN_2014:LD-31","feces","UBERON:0001988",NA,NA,NA
"QinN_2014:LD-32","feces","UBERON:0001988",NA,NA,NA
"QinN_2014:LD-33","feces","UBERON:0001988",NA,NA,NA
"QinN_2014:LD-34","feces","UBERON:0001988",NA,NA,NA
"QinN_2014:LD-35","feces","UBERON:0001988",NA,NA,NA
"QinN_2014:LD-36","feces","UBERON:0001988",NA,NA,NA
"QinN_2014:LD-37","feces","UBERON:0001988",NA,NA,NA
"QinN_2014:LD-38","feces","UBERON:0001988",NA,NA,NA
"QinN_2014:LD-39","feces","UBERON:0001988",NA,NA,NA
"QinN_2014:LD-4","feces","UBERON:0001988",NA,NA,NA
"QinN_2014:LD-40","feces","UBERON:0001988",NA,NA,NA
"QinN_2014:LD-41","feces","UBERON:0001988",NA,NA,NA
"QinN_2014:LD-42","feces","UBERON:0001988",NA,NA,NA
"QinN_2014:LD-43","feces","UBERON:0001988",NA,NA,NA
"QinN_2014:LD-44","feces","UBERON:0001988",NA,NA,NA
"QinN_2014:LD-45","feces","UBERON:0001988",NA,NA,NA
"QinN_2014:LD-46","feces","UBERON:0001988",NA,NA,NA
"QinN_2014:LD-47","feces","UBERON:0001988",NA,NA,NA
"QinN_2014:LD-48","feces","UBERON:0001988",NA,NA,NA
"QinN_2014:LD-49","feces","UBERON:0001988",NA,NA,NA
"QinN_2014:LD-5","feces","UBERON:0001988",NA,NA,NA
"QinN_2014:LD-50","feces","UBERON:0001988",NA,NA,NA
"QinN_2014:LD-51","feces","UBERON:0001988",NA,NA,NA
"QinN_2014:LD-52","feces","UBERON:0001988",NA,NA,NA
"QinN_2014:LD-53","feces","UBERON:0001988",NA,NA,NA
"QinN_2014:LD-54","feces","UBERON:0001988",NA,NA,NA
"QinN_2014:LD-55","feces","UBERON:0001988",NA,NA,NA
"QinN_2014:LD-56","feces","UBERON:0001988",NA,NA,NA
"QinN_2014:LD-57","feces","UBERON:0001988",NA,NA,NA
"QinN_2014:LD-58","feces","UBERON:0001988",NA,NA,NA
"QinN_2014:LD-59","feces","UBERON:0001988",NA,NA,NA
"QinN_2014:LD-6","feces","UBERON:0001988",NA,NA,NA
"QinN_2014:LD-60","feces","UBERON:0001988",NA,NA,NA
"QinN_2014:LD-61","feces","UBERON:0001988",NA,NA,NA
"QinN_2014:LD-62","feces","UBERON:0001988",NA,NA,NA
"QinN_2014:LD-63","feces","UBERON:0001988",NA,NA,NA
"QinN_2014:LD-64","feces","UBERON:0001988",NA,NA,NA
"QinN_2014:LD-65","feces","UBERON:0001988",NA,NA,NA
"QinN_2014:LD-66","feces","UBERON:0001988",NA,NA,NA
"QinN_2014:LD-67","feces","UBERON:0001988",NA,NA,NA
"QinN_2014:LD-68","feces","UBERON:0001988",NA,NA,NA
"QinN_2014:LD-69","feces","UBERON:0001988",NA,NA,NA
"QinN_2014:LD-7","feces","UBERON:0001988",NA,NA,NA
"QinN_2014:LD-70","feces","UBERON:0001988",NA,NA,NA
"QinN_2014:LD-71","feces","UBERON:0001988",NA,NA,NA
"QinN_2014:LD-72","feces","UBERON:0001988",NA,NA,NA
"QinN_2014:LD-73","feces","UBERON:0001988",NA,NA,NA
"QinN_2014:LD-74","feces","UBERON:0001988",NA,NA,NA
"QinN_2014:LD-75","feces","UBERON:0001988",NA,NA,NA
"QinN_2014:LD-76","feces","UBERON:0001988",NA,NA,NA
"QinN_2014:LD-77","feces","UBERON:0001988",NA,NA,NA
"QinN_2014:LD-78","feces","UBERON:0001988",NA,NA,NA
"QinN_2014:LD-79","feces","UBERON:0001988",NA,NA,NA
"QinN_2014:LD-8","feces","UBERON:0001988",NA,NA,NA
"QinN_2014:LD-80","feces","UBERON:0001988",NA,NA,NA
"QinN_2014:LD-81","feces","UBERON:0001988",NA,NA,NA
"QinN_2014:LD-82","feces","UBERON:0001988",NA,NA,NA
"QinN_2014:LD-83","feces","UBERON:0001988",NA,NA,NA
"QinN_2014:LD-84","feces","UBERON:0001988",NA,NA,NA
"QinN_2014:LD-85","feces","UBERON:0001988",NA,NA,NA
"QinN_2014:LD-86","feces","UBERON:0001988",NA,NA,NA
"QinN_2014:LD-87","feces","UBERON:0001988",NA,NA,NA
"QinN_2014:LD-88","feces","UBERON:0001988",NA,NA,NA
"QinN_2014:LD-89","feces","UBERON:0001988",NA,NA,NA
"QinN_2014:LD-9","feces","UBERON:0001988",NA,NA,NA
"QinN_2014:LD-90","feces","UBERON:0001988",NA,NA,NA
"QinN_2014:LD-91","feces","UBERON:0001988",NA,NA,NA
"QinN_2014:LD-92","feces","UBERON:0001988",NA,NA,NA
"QinN_2014:LD-93","feces","UBERON:0001988",NA,NA,NA
"QinN_2014:LD-94","feces","UBERON:0001988",NA,NA,NA
"QinN_2014:LD-95","feces","UBERON:0001988",NA,NA,NA
"QinN_2014:LD-96","feces","UBERON:0001988",NA,NA,NA
"QinN_2014:LD-97","feces","UBERON:0001988",NA,NA,NA
"QinN_2014:LD-98","feces","UBERON:0001988",NA,NA,NA
"QinN_2014:LV-1","feces","UBERON:0001988",NA,NA,NA
"QinN_2014:LV-10","feces","UBERON:0001988",NA,NA,NA
"QinN_2014:LV-11","feces","UBERON:0001988",NA,NA,NA
"QinN_2014:LV-12","feces","UBERON:0001988",NA,NA,NA
"QinN_2014:LV-13","feces","UBERON:0001988",NA,NA,NA
"QinN_2014:LV-14","feces","UBERON:0001988",NA,NA,NA
"QinN_2014:LV-15","feces","UBERON:0001988",NA,NA,NA
"QinN_2014:LV-16","feces","UBERON:0001988",NA,NA,NA
"QinN_2014:LV-17","feces","UBERON:0001988",NA,NA,NA
"QinN_2014:LV-18","feces","UBERON:0001988",NA,NA,NA
"QinN_2014:LV-19","feces","UBERON:0001988",NA,NA,NA
"QinN_2014:LV-2","feces","UBERON:0001988",NA,NA,NA
"QinN_2014:LV-20","feces","UBERON:0001988",NA,NA,NA
"QinN_2014:LV-21","feces","UBERON:0001988",NA,NA,NA
"QinN_2014:LV-22","feces","UBERON:0001988",NA,NA,NA
"QinN_2014:LV-23","feces","UBERON:0001988",NA,NA,NA
"QinN_2014:LV-24","feces","UBERON:0001988",NA,NA,NA
"QinN_2014:LV-25","feces","UBERON:0001988",NA,NA,NA
"QinN_2014:LV-3","feces","UBERON:0001988",NA,NA,NA
"QinN_2014:LV-4","feces","UBERON:0001988",NA,NA,NA
"QinN_2014:LV-5","feces","UBERON:0001988",NA,NA,NA
"QinN_2014:LV-6","feces","UBERON:0001988",NA,NA,NA
"QinN_2014:LV-7","feces","UBERON:0001988",NA,NA,NA
"QinN_2014:LV-8","feces","UBERON:0001988",NA,NA,NA
"QinN_2014:LV-9","feces","UBERON:0001988",NA,NA,NA
"RampelliS_2015:H1","feces","UBERON:0001988",NA,NA,NA
"RampelliS_2015:H10","feces","UBERON:0001988",NA,NA,NA
"RampelliS_2015:H11","feces","UBERON:0001988",NA,NA,NA
"RampelliS_2015:H12","feces","UBERON:0001988",NA,NA,NA
"RampelliS_2015:H13","feces","UBERON:0001988",NA,NA,NA
"RampelliS_2015:H14","feces","UBERON:0001988",NA,NA,NA
"RampelliS_2015:H15","feces","UBERON:0001988",NA,NA,NA
"RampelliS_2015:H16","feces","UBERON:0001988",NA,NA,NA
"RampelliS_2015:H17","feces","UBERON:0001988",NA,NA,NA
"RampelliS_2015:H18","feces","UBERON:0001988",NA,NA,NA
"RampelliS_2015:H19","feces","UBERON:0001988",NA,NA,NA
"RampelliS_2015:H2","feces","UBERON:0001988",NA,NA,NA
"RampelliS_2015:H20","feces","UBERON:0001988",NA,NA,NA
"RampelliS_2015:H21","feces","UBERON:0001988",NA,NA,NA
"RampelliS_2015:H22","feces","UBERON:0001988",NA,NA,NA
"RampelliS_2015:H23","feces","UBERON:0001988",NA,NA,NA
"RampelliS_2015:H24","feces","UBERON:0001988",NA,NA,NA
"RampelliS_2015:H25","feces","UBERON:0001988",NA,NA,NA
"RampelliS_2015:H26","feces","UBERON:0001988",NA,NA,NA
"RampelliS_2015:H27","feces","UBERON:0001988",NA,NA,NA
"RampelliS_2015:H3","feces","UBERON:0001988",NA,NA,NA
"RampelliS_2015:H4","feces","UBERON:0001988",NA,NA,NA
"RampelliS_2015:H5","feces","UBERON:0001988",NA,NA,NA
"RampelliS_2015:H6","feces","UBERON:0001988",NA,NA,NA
"RampelliS_2015:H7","feces","UBERON:0001988",NA,NA,NA
"RampelliS_2015:H8","feces","UBERON:0001988",NA,NA,NA
"RampelliS_2015:H9","feces","UBERON:0001988",NA,NA,NA
"RampelliS_2015:IT1","feces","UBERON:0001988",NA,NA,NA
"RampelliS_2015:IT11","feces","UBERON:0001988",NA,NA,NA
"RampelliS_2015:IT13","feces","UBERON:0001988",NA,NA,NA
"RampelliS_2015:IT14","feces","UBERON:0001988",NA,NA,NA
"RampelliS_2015:IT2","feces","UBERON:0001988",NA,NA,NA
"RampelliS_2015:IT3","feces","UBERON:0001988",NA,NA,NA
"RampelliS_2015:IT4","feces","UBERON:0001988",NA,NA,NA
"RampelliS_2015:IT5","feces","UBERON:0001988",NA,NA,NA
"RampelliS_2015:IT6","feces","UBERON:0001988",NA,NA,NA
"RampelliS_2015:IT7","feces","UBERON:0001988",NA,NA,NA
"RampelliS_2015:IT8","feces","UBERON:0001988",NA,NA,NA
"RaymondF_2016:P10E0","feces","UBERON:0001988",NA,NA,NA
"RaymondF_2016:P10E7","feces","UBERON:0001988",NA,NA,NA
"RaymondF_2016:P10E90","feces","UBERON:0001988",NA,NA,NA
"RaymondF_2016:P11E0","feces","UBERON:0001988",NA,NA,NA
"RaymondF_2016:P11E7","feces","UBERON:0001988",NA,NA,NA
"RaymondF_2016:P11E90","feces","UBERON:0001988",NA,NA,NA
"RaymondF_2016:P12E0","feces","UBERON:0001988",NA,NA,NA
"RaymondF_2016:P12E7","feces","UBERON:0001988",NA,NA,NA
"RaymondF_2016:P12E90","feces","UBERON:0001988",NA,NA,NA
"RaymondF_2016:P13E0","feces","UBERON:0001988",NA,NA,NA
"RaymondF_2016:P13E7","feces","UBERON:0001988",NA,NA,NA
"RaymondF_2016:P13E90","feces","UBERON:0001988",NA,NA,NA
"RaymondF_2016:P14E0","feces","UBERON:0001988",NA,NA,NA
"RaymondF_2016:P14E7","feces","UBERON:0001988",NA,NA,NA
"RaymondF_2016:P14E90","feces","UBERON:0001988",NA,NA,NA
"RaymondF_2016:P15E0","feces","UBERON:0001988",NA,NA,NA
"RaymondF_2016:P15E7","feces","UBERON:0001988",NA,NA,NA
"RaymondF_2016:P15E90","feces","UBERON:0001988",NA,NA,NA
"RaymondF_2016:P17E0","feces","UBERON:0001988",NA,NA,NA
"RaymondF_2016:P17E7","feces","UBERON:0001988",NA,NA,NA
"RaymondF_2016:P17E90","feces","UBERON:0001988",NA,NA,NA
"RaymondF_2016:P18E0","feces","UBERON:0001988",NA,NA,NA
"RaymondF_2016:P18E7","feces","UBERON:0001988",NA,NA,NA
"RaymondF_2016:P18E90","feces","UBERON:0001988",NA,NA,NA
"RaymondF_2016:P19E0","feces","UBERON:0001988",NA,NA,NA
"RaymondF_2016:P19E7","feces","UBERON:0001988",NA,NA,NA
"RaymondF_2016:P19E90","feces","UBERON:0001988",NA,NA,NA
"RaymondF_2016:P1E0","feces","UBERON:0001988",NA,NA,NA
"RaymondF_2016:P1E7","feces","UBERON:0001988",NA,NA,NA
"RaymondF_2016:P1E90","feces","UBERON:0001988",NA,NA,NA
"RaymondF_2016:P20E0","feces","UBERON:0001988",NA,NA,NA
"RaymondF_2016:P20E7","feces","UBERON:0001988",NA,NA,NA
"RaymondF_2016:P20E90","feces","UBERON:0001988",NA,NA,NA
"RaymondF_2016:P21E0","feces","UBERON:0001988",NA,NA,NA
"RaymondF_2016:P21E7","feces","UBERON:0001988",NA,NA,NA
"RaymondF_2016:P21E90","feces","UBERON:0001988",NA,NA,NA
"RaymondF_2016:P22E0","feces","UBERON:0001988",NA,NA,NA
"RaymondF_2016:P22E7","feces","UBERON:0001988",NA,NA,NA
"RaymondF_2016:P22E90","feces","UBERON:0001988",NA,NA,NA
"RaymondF_2016:P23C0","feces","UBERON:0001988",NA,NA,NA
"RaymondF_2016:P23C7","feces","UBERON:0001988",NA,NA,NA
"RaymondF_2016:P23C90","feces","UBERON:0001988",NA,NA,NA
"RaymondF_2016:P25C0","feces","UBERON:0001988",NA,NA,NA
"RaymondF_2016:P25C7","feces","UBERON:0001988",NA,NA,NA
"RaymondF_2016:P25C90","feces","UBERON:0001988",NA,NA,NA
"RaymondF_2016:P2E0","feces","UBERON:0001988",NA,NA,NA
"RaymondF_2016:P2E7","feces","UBERON:0001988",NA,NA,NA
"RaymondF_2016:P2E90","feces","UBERON:0001988",NA,NA,NA
"RaymondF_2016:P38C0","feces","UBERON:0001988",NA,NA,NA
"RaymondF_2016:P38C7","feces","UBERON:0001988",NA,NA,NA
"RaymondF_2016:P38C90","feces","UBERON:0001988",NA,NA,NA
"RaymondF_2016:P3E0","feces","UBERON:0001988",NA,NA,NA
"RaymondF_2016:P3E7","feces","UBERON:0001988",NA,NA,NA
"RaymondF_2016:P3E90","feces","UBERON:0001988",NA,NA,NA
"RaymondF_2016:P4E0","feces","UBERON:0001988",NA,NA,NA
"RaymondF_2016:P4E7","feces","UBERON:0001988",NA,NA,NA
"RaymondF_2016:P4E90","feces","UBERON:0001988",NA,NA,NA
"RaymondF_2016:P5E0","feces","UBERON:0001988",NA,NA,NA
"RaymondF_2016:P5E7","feces","UBERON:0001988",NA,NA,NA
"RaymondF_2016:P5E90","feces","UBERON:0001988",NA,NA,NA
"RaymondF_2016:P6C0","feces","UBERON:0001988",NA,NA,NA
"RaymondF_2016:P6C7","feces","UBERON:0001988",NA,NA,NA
"RaymondF_2016:P6C90","feces","UBERON:0001988",NA,NA,NA
"RaymondF_2016:P7C0","feces","UBERON:0001988",NA,NA,NA
"RaymondF_2016:P7C7","feces","UBERON:0001988",NA,NA,NA
"RaymondF_2016:P7C90","feces","UBERON:0001988",NA,NA,NA
"RaymondF_2016:P8C0","feces","UBERON:0001988",NA,NA,NA
