"curation_id","original_westernized","curated_westernized","curated_westernized_source"
"LeeKA_2022:PRIMM0404","no","Yes","non_westernized"
"LeeKA_2022:PRIMM0403","no","Yes","non_westernized"
"LeeKA_2022:PRIMM0411","no","Yes","non_westernized"
"LeeKA_2022:PRIMM0417","no","Yes","non_westernized"
"LeeKA_2022:PRIMM0424","no","Yes","non_westernized"
"LeeKA_2022:PRIMM0421","no","Yes","non_westernized"
"LeeKA_2022:PRIMM0422","no","Yes","non_westernized"
"LeeKA_2022:PRIMM0423","no","Yes","non_westernized"
"LeeKA_2022:PRIMM0426","no","Yes","non_westernized"
"LeeKA_2022:PRIMM0427","no","Yes","non_westernized"
"LeeKA_2022:PRIMM0435","no","Yes","non_westernized"
"LeeKA_2022:PRIMM0434","no","Yes","non_westernized"
"LeeKA_2022:PRIMM0447","no","Yes","non_westernized"
"LeeKA_2022:PRIMM0445","no","Yes","non_westernized"
"LeeKA_2022:PRIMM0455","no","Yes","non_westernized"
"LeeKA_2022:PRIMM0461","no","Yes","non_westernized"
"LeeKA_2022:PRIMM0467","no","Yes","non_westernized"
"LeeKA_2022:PRIMM0460","no","Yes","non_westernized"
"LeeKA_2022:PRIMM0473","no","Yes","non_westernized"
"LeeKA_2022:PRIMM0532","no","Yes","non_westernized"
"LeeKA_2022:PRIMM0536","no","Yes","non_westernized"
"LeeKA_2022:PRIMM0001","no","Yes","non_westernized"
"LeeKA_2022:PRIMM0002","no","Yes","non_westernized"
"LeeKA_2022:PRIMM0004","no","Yes","non_westernized"
"LeeKA_2022:PRIMM0005","no","Yes","non_westernized"
"LeeKA_2022:PRIMM0008","no","Yes","non_westernized"
"LeeKA_2022:PRIMM0013","no","Yes","non_westernized"
"LeeKA_2022:PRIMM0017","no","Yes","non_westernized"
"LeeKA_2022:PRIMM0030","no","Yes","non_westernized"
"LeeKA_2022:PRIMM0035","no","Yes","non_westernized"
"LeeKA_2022:PRIMM0044","no","Yes","non_westernized"
"LeeKA_2022:PRIMM0069","no","Yes","non_westernized"
"LeeKA_2022:PRIMM0050","no","Yes","non_westernized"
"LeeKA_2022:PRIMM0059","no","Yes","non_westernized"
"LeeKA_2022:PRIMM0060","no","Yes","non_westernized"
"LeeKA_2022:PRIMM0062","no","Yes","non_westernized"
"LeeKA_2022:PRIMM0064","no","Yes","non_westernized"
"LeeKA_2022:PRIMM0068","no","Yes","non_westernized"
"LeeKA_2022:PRIMM0078","no","Yes","non_westernized"
"LeeKA_2022:PRIMM0077","no","Yes","non_westernized"
"LeeKA_2022:PRIMM0080","no","Yes","non_westernized"
"LeeKA_2022:PRIMM0079","no","Yes","non_westernized"
"LeeKA_2022:PRIMM0087","no","Yes","non_westernized"
"LeeKA_2022:PRIMM0091","no","Yes","non_westernized"
"LeeKA_2022:PRIMM0094","no","Yes","non_westernized"
"LeeKA_2022:PRIMM0116","no","Yes","non_westernized"
"LeeKA_2022:PRIMM0109","no","Yes","non_westernized"
"LeeKA_2022:PRIMM0117","no","Yes","non_westernized"
"LeeKA_2022:PRIMM0123","no","Yes","non_westernized"
"LeeKA_2022:PRIMM0137","no","Yes","non_westernized"
"LeeKA_2022:PRIMM0155","no","Yes","non_westernized"
"LeeKA_2022:PRIMM0159","no","Yes","non_westernized"
"LeeKA_2022:PRIMM0154","no","Yes","non_westernized"
"LeeKA_2022:PRIMM0162","no","Yes","non_westernized"
"LeeKA_2022:PRIMM0166","no","Yes","non_westernized"
"LeeKA_2022:PRIMM0168","no","Yes","non_westernized"
"LeeKA_2022:PRIMM0193","no","Yes","non_westernized"
"LeeKA_2022:PRIMM0590","no","Yes","non_westernized"
"LeeKA_2022:PRIMM0601","no","Yes","non_westernized"
"LeeKA_2022:PRIMM0597","no","Yes","non_westernized"
"LeeKA_2022:PRIMM0602","no","Yes","non_westernized"
"LeeKA_2022:PRIMM0003","no","Yes","non_westernized"
"LeeKA_2022:PRIMM0007","no","Yes","non_westernized"
"LeeKA_2022:PRIMM0029","no","Yes","non_westernized"
"LeeKA_2022:PRIMM0032","no","Yes","non_westernized"
"LeeKA_2022:PRIMM0088","no","Yes","non_westernized"
"LeeKA_2022:PRIMM0111","no","Yes","non_westernized"
"LeeKA_2022:PRIMM0129","no","Yes","non_westernized"
"LeeKA_2022:PRIMM0140","no","Yes","non_westernized"
"LeeKA_2022:PRIMM0610","no","Yes","non_westernized"
"LeeKA_2022:PRIMM0594","no","Yes","non_westernized"
"LeeKA_2022:PRIMM0113","no","Yes","non_westernized"
"LeeKA_2022:PRIMM0589","no","Yes","non_westernized"
"LeeKA_2022:PRIMM0611","no","Yes","non_westernized"
"LeeKA_2022:PRIMM0143","no","Yes","non_westernized"
"LeeKA_2022:PRIMM0365","no","Yes","non_westernized"
"LifeLinesDeep_2016:EGAR00001420100_9002000001328080LL","no","Yes","non_westernized"
"LifeLinesDeep_2016:EGAR00001420101_2009000001576810","no","Yes","non_westernized"
"LifeLinesDeep_2016:EGAR00001420102_2009000001589950","no","Yes","non_westernized"
"LifeLinesDeep_2016:EGAR00001420105_9002000001162644","no","Yes","non_westernized"
"LifeLinesDeep_2016:EGAR00001420106_9002000001166269","no","Yes","non_westernized"
"LifeLinesDeep_2016:EGAR00001420107_9002000001166652","no","Yes","non_westernized"
"LifeLinesDeep_2016:EGAR00001420109_9002000001169770","no","Yes","non_westernized"
"LifeLinesDeep_2016:EGAR00001420110_9002000001171133","no","Yes","non_westernized"
"LifeLinesDeep_2016:EGAR00001420112_9002000001172112","no","Yes","non_westernized"
"LifeLinesDeep_2016:EGAR00001420113_9002000001172687","no","Yes","non_westernized"
"LifeLinesDeep_2016:EGAR00001420114_9002000001174215","no","Yes","non_westernized"
"LifeLinesDeep_2016:EGAR00001420125_9002000001180016","no","Yes","non_westernized"
"LifeLinesDeep_2016:EGAR00001420126_9002000001180295","no","Yes","non_westernized"
"LifeLinesDeep_2016:EGAR00001420127_9002000001183161","no","Yes","non_westernized"
"LifeLinesDeep_2016:EGAR00001420128_9002000001184329","no","Yes","non_westernized"
"LifeLinesDeep_2016:EGAR00001420129_9002000001184570","no","Yes","non_westernized"
"LifeLinesDeep_2016:EGAR00001420130_9002000001184801","no","Yes","non_westernized"
"LifeLinesDeep_2016:EGAR00001420131_9002000001185890","no","Yes","non_westernized"
"LifeLinesDeep_2016:EGAR00001420132_9002000001186403","no","Yes","non_westernized"
"LifeLinesDeep_2016:EGAR00001420139_9002000001190424","no","Yes","non_westernized"
"LifeLinesDeep_2016:EGAR00001420148_9002000001195162","no","Yes","non_westernized"
"LifeLinesDeep_2016:EGAR00001420149_9002000001196320","no","Yes","non_westernized"
"LifeLinesDeep_2016:EGAR00001420150_9002000001196698","no","Yes","non_westernized"
"LifeLinesDeep_2016:EGAR00001420151_9002000001196778","no","Yes","non_westernized"
"LifeLinesDeep_2016:EGAR00001420153_9002000001198988","no","Yes","non_westernized"
"LifeLinesDeep_2016:EGAR00001420154_9002000001200638","no","Yes","non_westernized"
"LifeLinesDeep_2016:EGAR00001420155_9002000001201715","no","Yes","non_westernized"
"LifeLinesDeep_2016:EGAR00001420160_9002000001203943","no","Yes","non_westernized"
"LifeLinesDeep_2016:EGAR00001420165_9002000001206696","no","Yes","non_westernized"
"LifeLinesDeep_2016:EGAR00001420166_9002000001206711LL","no","Yes","non_westernized"
"LifeLinesDeep_2016:EGAR00001420167_9002000001207165","no","Yes","non_westernized"
"LifeLinesDeep_2016:EGAR00001420170_9002000001208331","no","Yes","non_westernized"
"LifeLinesDeep_2016:EGAR00001420172_9002000001208627","no","Yes","non_westernized"
"LifeLinesDeep_2016:EGAR00001420173_9002000001209007LL","no","Yes","non_westernized"
"LifeLinesDeep_2016:EGAR00001420174_9002000001209357","no","Yes","non_westernized"
"LifeLinesDeep_2016:EGAR00001420175_9002000001209698","no","Yes","non_westernized"
"LifeLinesDeep_2016:EGAR00001420176_9002000001210554","no","Yes","non_westernized"
"LifeLinesDeep_2016:EGAR00001420177_9002000001210705","no","Yes","non_westernized"
"LifeLinesDeep_2016:EGAR00001420181_9002000001211829","no","Yes","non_westernized"
"LifeLinesDeep_2016:EGAR00001420184_9002000001212880","no","Yes","non_westernized"
"LifeLinesDeep_2016:EGAR00001420185_9002000001213019","no","Yes","non_westernized"
"LifeLinesDeep_2016:EGAR00001420186_9002000001213378","no","Yes","non_westernized"
"LifeLinesDeep_2016:EGAR00001420190_9002000001215040","no","Yes","non_westernized"
"LifeLinesDeep_2016:EGAR00001420192_9002000001215523","no","Yes","non_westernized"
"LifeLinesDeep_2016:EGAR00001420194_9002000001215917","no","Yes","non_westernized"
"LifeLinesDeep_2016:EGAR00001420195_9002000001216389","no","Yes","non_westernized"
"LifeLinesDeep_2016:EGAR00001420196_9002000001216469","no","Yes","non_westernized"
"LifeLinesDeep_2016:EGAR00001420198_9002000001217457","no","Yes","non_westernized"
"LifeLinesDeep_2016:EGAR00001420204_9002000001223445","no","Yes","non_westernized"
"LifeLinesDeep_2016:EGAR00001420205_9002000001223900","no","Yes","non_westernized"
"LifeLinesDeep_2016:EGAR00001420206_9002000001224326","no","Yes","non_westernized"
"LifeLinesDeep_2016:EGAR00001420208_9002000001225234","no","Yes","non_westernized"
"LifeLinesDeep_2016:EGAR00001420209_9002000001225468","no","Yes","non_westernized"
"LifeLinesDeep_2016:EGAR00001420210_9002000001225833","no","Yes","non_westernized"
"LifeLinesDeep_2016:EGAR00001420212_9002000001226394","no","Yes","non_westernized"
"LifeLinesDeep_2016:EGAR00001420213_9002000001226607","no","Yes","non_westernized"
"LifeLinesDeep_2016:EGAR00001420214_9002000001226939","no","Yes","non_westernized"
"LifeLinesDeep_2016:EGAR00001420218_9002000001228076LL","no","Yes","non_westernized"
"LifeLinesDeep_2016:EGAR00001420222_9002000001228915","no","Yes","non_westernized"
"LifeLinesDeep_2016:EGAR00001420223_9002000001229707","no","Yes","non_westernized"
"LifeLinesDeep_2016:EGAR00001420224_9002000001230056","no","Yes","non_westernized"
"LifeLinesDeep_2016:EGAR00001420225_9002000001230350","no","Yes","non_westernized"
"LifeLinesDeep_2016:EGAR00001420227_9002000001231376","no","Yes","non_westernized"
"LifeLinesDeep_2016:EGAR00001420229_9002000001231803","no","Yes","non_westernized"
"LifeLinesDeep_2016:EGAR00001420239_9002000001234485","no","Yes","non_westernized"
"LifeLinesDeep_2016:EGAR00001420243_9002000001235867","no","Yes","non_westernized"
"LifeLinesDeep_2016:EGAR00001420245_9002000001236793","no","Yes","non_westernized"
"LifeLinesDeep_2016:EGAR00001420246_9002000001237520","no","Yes","non_westernized"
"LifeLinesDeep_2016:EGAR00001420253_9002000001240830LL","no","Yes","non_westernized"
"LifeLinesDeep_2016:EGAR00001420259_9002000001243260","no","Yes","non_westernized"
"LifeLinesDeep_2016:EGAR00001420260_9002000001244042","no","Yes","non_westernized"
"LifeLinesDeep_2016:EGAR00001420261_9002000001244089LL","no","Yes","non_westernized"
"LifeLinesDeep_2016:EGAR00001420262_9002000001244294","no","Yes","non_westernized"
"LifeLinesDeep_2016:EGAR00001420264_9002000001244712LL","no","Yes","non_westernized"
"LifeLinesDeep_2016:EGAR00001420267_9002000001246252","no","Yes","non_westernized"
"LifeLinesDeep_2016:EGAR00001420268_9002000001247124","no","Yes","non_westernized"
"LifeLinesDeep_2016:EGAR00001420269_9002000001247760LL","no","Yes","non_westernized"
"LifeLinesDeep_2016:EGAR00001420270_9002000001248426","no","Yes","non_westernized"
"LifeLinesDeep_2016:EGAR00001420271_9002000001248749","no","Yes","non_westernized"
"LifeLinesDeep_2016:EGAR00001420272_9002000001248800","no","Yes","non_westernized"
"LifeLinesDeep_2016:EGAR00001420279_9002000001251234","no","Yes","non_westernized"
"LifeLinesDeep_2016:EGAR00001420282_9002000001252044","no","Yes","non_westernized"
"LifeLinesDeep_2016:EGAR00001420283_9002000001253168","no","Yes","non_westernized"
"LifeLinesDeep_2016:EGAR00001420284_9002000001253462LL","no","Yes","non_westernized"
"LifeLinesDeep_2016:EGAR00001420285_9002000001254174","no","Yes","non_westernized"
"LifeLinesDeep_2016:EGAR00001420287_9002000001255019LL","no","Yes","non_westernized"
"LifeLinesDeep_2016:EGAR00001420288_9002000001255529","no","Yes","non_westernized"
"LifeLinesDeep_2016:EGAR00001420291_9002000001256105","no","Yes","non_westernized"
"LifeLinesDeep_2016:EGAR00001420302_9002000001260888","no","Yes","non_westernized"
"LifeLinesDeep_2016:EGAR00001420303_9002000001261286","no","Yes","non_westernized"
"LifeLinesDeep_2016:EGAR00001420304_9002000001261320","no","Yes","non_westernized"
"LifeLinesDeep_2016:EGAR00001420313_9002000001264644","no","Yes","non_westernized"
"LifeLinesDeep_2016:EGAR00001420314_9002000001265220","no","Yes","non_westernized"
"LifeLinesDeep_2016:EGAR00001420315_9002000001265472","no","Yes","non_westernized"
"LifeLinesDeep_2016:EGAR00001420316_9002000001265946","no","Yes","non_westernized"
"LifeLinesDeep_2016:EGAR00001420317_9002000001266077","no","Yes","non_westernized"
"LifeLinesDeep_2016:EGAR00001420319_9002000001266694","no","Yes","non_westernized"
"LifeLinesDeep_2016:EGAR00001420320_9002000001266890","no","Yes","non_westernized"
"LifeLinesDeep_2016:EGAR00001420323_9002000001268151","no","Yes","non_westernized"
"LifeLinesDeep_2016:EGAR00001420325_9002000001268812","no","Yes","non_westernized"
"LifeLinesDeep_2016:EGAR00001420331_9002000001270580","no","Yes","non_westernized"
"LifeLinesDeep_2016:EGAR00001420332_9002000001271086LL","no","Yes","non_westernized"
"LifeLinesDeep_2016:EGAR00001420334_9002000001271540","no","Yes","non_westernized"
"LifeLinesDeep_2016:EGAR00001420335_9002000001271970","no","Yes","non_westernized"
"LifeLinesDeep_2016:EGAR00001420359_9002000001279843","no","Yes","non_westernized"
"LifeLinesDeep_2016:EGAR00001420360_9002000001280002","no","Yes","non_westernized"
"LifeLinesDeep_2016:EGAR00001420362_9002000001280460","no","Yes","non_westernized"
"LifeLinesDeep_2016:EGAR00001420363_9002000001280970LL","no","Yes","non_westernized"
"LifeLinesDeep_2016:EGAR00001420364_9002000001281313","no","Yes","non_westernized"
"LifeLinesDeep_2016:EGAR00001420365_9002000001281529LL","no","Yes","non_westernized"
"LifeLinesDeep_2016:EGAR00001420374_9002000001285134","no","Yes","non_westernized"
"LifeLinesDeep_2016:EGAR00001420376_9002000001285887","no","Yes","non_westernized"
"LifeLinesDeep_2016:EGAR00001420381_9002000001288940","no","Yes","non_westernized"
"LifeLinesDeep_2016:EGAR00001420382_9002000001290401","no","Yes","non_westernized"
"LifeLinesDeep_2016:EGAR00001420383_9002000001290653","no","Yes","non_westernized"
"LifeLinesDeep_2016:EGAR00001420388_9002000001294750","no","Yes","non_westernized"
"LifeLinesDeep_2016:EGAR00001420397_9002000001299354","no","Yes","non_westernized"
"LifeLinesDeep_2016:EGAR00001420415_9002000001307240","no","Yes","non_westernized"
"LifeLinesDeep_2016:EGAR00001420416_9002000001307474","no","Yes","non_westernized"
"LifeLinesDeep_2016:EGAR00001420420_9002000001311252","no","Yes","non_westernized"
"LifeLinesDeep_2016:EGAR00001420421_9002000001312311","no","Yes","non_westernized"
"LifeLinesDeep_2016:EGAR00001420426_9002000001317659","no","Yes","non_westernized"
"LifeLinesDeep_2016:EGAR00001420427_9002000001318745","no","Yes","non_westernized"
"LifeLinesDeep_2016:EGAR00001420432_9002000001321947","no","Yes","non_westernized"
"LifeLinesDeep_2016:EGAR00001420439_9002000001324090","no","Yes","non_westernized"
"LifeLinesDeep_2016:EGAR00001420440_9002000001325507","no","Yes","non_westernized"
"LifeLinesDeep_2016:EGAR00001420442_9002000001327252","no","Yes","non_westernized"
"LifeLinesDeep_2016:EGAR00001420443_9002000001327299","no","Yes","non_westernized"
"LifeLinesDeep_2016:EGAR00001420445_9002000001330356","no","Yes","non_westernized"
"LifeLinesDeep_2016:EGAR00001420446_9002000001330810","no","Yes","non_westernized"
"LifeLinesDeep_2016:EGAR00001420447_9002000001331184","no","Yes","non_westernized"
"LifeLinesDeep_2016:EGAR00001420449_9002000001332172","no","Yes","non_westernized"
"LifeLinesDeep_2016:EGAR00001420456_9002000001335657","no","Yes","non_westernized"
"LifeLinesDeep_2016:EGAR00001420462_9002000001337007","no","Yes","non_westernized"
"LifeLinesDeep_2016:EGAR00001420463_9002000001337277","no","Yes","non_westernized"
"LifeLinesDeep_2016:EGAR00001420464_9002000001337535","no","Yes","non_westernized"
"LifeLinesDeep_2016:EGAR00001420465_9002000001338013","no","Yes","non_westernized"
"LifeLinesDeep_2016:EGAR00001420466_9002000001338180","no","Yes","non_westernized"
"LifeLinesDeep_2016:EGAR00001420467_9002000001338416","no","Yes","non_westernized"
"LifeLinesDeep_2016:EGAR00001420470_9002000001338668","no","Yes","non_westernized"
"LifeLinesDeep_2016:EGAR00001420472_9002000001339140","no","Yes","non_westernized"
"LifeLinesDeep_2016:EGAR00001420473_9002000001339422","no","Yes","non_westernized"
"LifeLinesDeep_2016:EGAR00001420474_9002000001339431","no","Yes","non_westernized"
"LifeLinesDeep_2016:EGAR00001420477_9002000001340924","no","Yes","non_westernized"
"LifeLinesDeep_2016:EGAR00001420489_9002000001345107","no","Yes","non_westernized"
"LifeLinesDeep_2016:EGAR00001420490_9002000001345635","no","Yes","non_westernized"
"LifeLinesDeep_2016:EGAR00001420491_9002000001345690","no","Yes","non_westernized"
"LifeLinesDeep_2016:EGAR00001420492_9002000001346051","no","Yes","non_westernized"
"LifeLinesDeep_2016:EGAR00001420494_9002000001347021","no","Yes","non_westernized"
"LifeLinesDeep_2016:EGAR00001420496_9002000001348430LL","no","Yes","non_westernized"
"LifeLinesDeep_2016:EGAR00001420501_9002000001349877","no","Yes","non_westernized"
"LifeLinesDeep_2016:EGAR00001420502_9002000001349975","no","Yes","non_westernized"
"LifeLinesDeep_2016:EGAR00001420508_9002000001351641","no","Yes","non_westernized"
"LifeLinesDeep_2016:EGAR00001420509_9002000001352086","no","Yes","non_westernized"
"LifeLinesDeep_2016:EGAR00001420510_9002000001352282","no","Yes","non_westernized"
"LifeLinesDeep_2016:EGAR00001420513_9002000001353332","no","Yes","non_westernized"
"LifeLinesDeep_2016:EGAR00001420514_9002000001353780","no","Yes","non_westernized"
"LifeLinesDeep_2016:EGAR00001420515_9002000001354053","no","Yes","non_westernized"
"LifeLinesDeep_2016:EGAR00001420523_9002000001356020","no","Yes","non_westernized"
"LifeLinesDeep_2016:EGAR00001420524_9002000001356183","no","Yes","non_westernized"
"LifeLinesDeep_2016:EGAR00001420525_9002000001356540LL","no","Yes","non_westernized"
"LifeLinesDeep_2016:EGAR00001420526_9002000001357046","no","Yes","non_westernized"
"LifeLinesDeep_2016:EGAR00001420527_9002000001357298","no","Yes","non_westernized"
"LifeLinesDeep_2016:EGAR00001420528_9002000001357654","no","Yes","non_westernized"
"LifeLinesDeep_2016:EGAR00001420529_9002000001358007","no","Yes","non_westernized"
"LifeLinesDeep_2016:EGAR00001420530_9002000001358624","no","Yes","non_westernized"
"LifeLinesDeep_2016:EGAR00001420534_9002000001359499","no","Yes","non_westernized"
"LifeLinesDeep_2016:EGAR00001420536_9002000001360100","no","Yes","non_westernized"
"LifeLinesDeep_2016:EGAR00001420537_9002000001360150","no","Yes","non_westernized"
"LifeLinesDeep_2016:EGAR00001420538_9002000001360382LL","no","Yes","non_westernized"
"LifeLinesDeep_2016:EGAR00001420539_9002000001360604","no","Yes","non_westernized"
"LifeLinesDeep_2016:EGAR00001420540_9002000001361058","no","Yes","non_westernized"
"LifeLinesDeep_2016:EGAR00001420541_9002000001361192","no","Yes","non_westernized"
"LifeLinesDeep_2016:EGAR00001420542_9002000001361460","no","Yes","non_westernized"
"LifeLinesDeep_2016:EGAR00001420543_9002000001361675","no","Yes","non_westernized"
"LifeLinesDeep_2016:EGAR00001420553_9002000001366180","no","Yes","non_westernized"
"LifeLinesDeep_2016:EGAR00001420568_9002000001370790","no","Yes","non_westernized"
"LifeLinesDeep_2016:EGAR00001420569_9002000001371380","no","Yes","non_westernized"
"LifeLinesDeep_2016:EGAR00001420570_9002000001371690","no","Yes","non_westernized"
"LifeLinesDeep_2016:EGAR00001420576_9002000001374060","no","Yes","non_westernized"
"LifeLinesDeep_2016:EGAR00001420578_9002000001374630","no","Yes","non_westernized"
"LifeLinesDeep_2016:EGAR00001420581_9002000001375460","no","Yes","non_westernized"
"LifeLinesDeep_2016:EGAR00001420584_9002000001376829","no","Yes","non_westernized"
"LifeLinesDeep_2016:EGAR00001420585_9002000001376990","no","Yes","non_westernized"
"LifeLinesDeep_2016:EGAR00001420588_9002000001377910","no","Yes","non_westernized"
"LifeLinesDeep_2016:EGAR00001420608_9002000001383270","no","Yes","non_westernized"
"LifeLinesDeep_2016:EGAR00001420610_9002000001383730","no","Yes","non_westernized"
"LifeLinesDeep_2016:EGAR00001420611_9002000001384160","no","Yes","non_westernized"
"LifeLinesDeep_2016:EGAR00001420612_9002000001384430","no","Yes","non_westernized"
"LifeLinesDeep_2016:EGAR00001420613_9002000001384580","no","Yes","non_westernized"
"LifeLinesDeep_2016:EGAR00001420614_9002000001384850","no","Yes","non_westernized"
"LifeLinesDeep_2016:EGAR00001420623_9002000001386960","no","Yes","non_westernized"
"LifeLinesDeep_2016:EGAR00001420624_9002000001387200","no","Yes","non_westernized"
"LifeLinesDeep_2016:EGAR00001420625_9002000001387519","no","Yes","non_westernized"
"LifeLinesDeep_2016:EGAR00001420628_9002000001388285","no","Yes","non_westernized"
"LifeLinesDeep_2016:EGAR00001420635_9002000001390757","no","Yes","non_westernized"
"LifeLinesDeep_2016:EGAR00001420637_9002000001390870","no","Yes","non_westernized"
"LifeLinesDeep_2016:EGAR00001420638_9002000001391070","no","Yes","non_westernized"
"LifeLinesDeep_2016:EGAR00001420640_9002000001391235","no","Yes","non_westernized"
"LifeLinesDeep_2016:EGAR00001420641_9002000001391360","no","Yes","non_westernized"
"LifeLinesDeep_2016:EGAR00001420642_9002000001391520","no","Yes","non_westernized"
"LifeLinesDeep_2016:EGAR00001420643_9002000001391709","no","Yes","non_westernized"
"LifeLinesDeep_2016:EGAR00001420644_9002000001392152","no","Yes","non_westernized"
"LifeLinesDeep_2016:EGAR00001420646_9002000001392457","no","Yes","non_westernized"
"LifeLinesDeep_2016:EGAR00001420647_9002000001392484","no","Yes","non_westernized"
"LifeLinesDeep_2016:EGAR00001420648_9002000001392617","no","Yes","non_westernized"
"LifeLinesDeep_2016:EGAR00001420649_9002000001392662","no","Yes","non_westernized"
"LifeLinesDeep_2016:EGAR00001420650_9002000001392831","no","Yes","non_westernized"
"LifeLinesDeep_2016:EGAR00001420651_9002000001392958","no","Yes","non_westernized"
"LifeLinesDeep_2016:EGAR00001420652_9002000001393098","no","Yes","non_westernized"
"LifeLinesDeep_2016:EGAR00001420653_9002000001393360","no","Yes","non_westernized"
"LifeLinesDeep_2016:EGAR00001420655_9002000001393703","no","Yes","non_westernized"
"LifeLinesDeep_2016:EGAR00001420659_9002000001394273","no","Yes","non_westernized"
"LifeLinesDeep_2016:EGAR00001420674_9002000001397670","no","Yes","non_westernized"
"LifeLinesDeep_2016:EGAR00001420677_9002000001398120","no","Yes","non_westernized"
"LifeLinesDeep_2016:EGAR00001420678_9002000001398693","no","Yes","non_westernized"
"LifeLinesDeep_2016:EGAR00001420679_9002000001399430","no","Yes","non_westernized"
"LifeLinesDeep_2016:EGAR00001420680_9002000001399449","no","Yes","non_westernized"
"LifeLinesDeep_2016:EGAR00001420681_9002000001399800","no","Yes","non_westernized"
"LifeLinesDeep_2016:EGAR00001420683_9002000001400540","no","Yes","non_westernized"
"LifeLinesDeep_2016:EGAR00001420684_9002000001400764","no","Yes","non_westernized"
"LifeLinesDeep_2016:EGAR00001420687_9002000001401140","no","Yes","non_westernized"
"LifeLinesDeep_2016:EGAR00001420688_9002000001401313","no","Yes","non_westernized"
"LifeLinesDeep_2016:EGAR00001420689_9002000001401430","no","Yes","non_westernized"
"LifeLinesDeep_2016:EGAR00001420695_9002000001402970","no","Yes","non_westernized"
"LifeLinesDeep_2016:EGAR00001420696_9002000001402983","no","Yes","non_westernized"
"LifeLinesDeep_2016:EGAR00001420697_9002000001403309","no","Yes","non_westernized"
"LifeLinesDeep_2016:EGAR00001420701_9002000001405018","no","Yes","non_westernized"
"LifeLinesDeep_2016:EGAR00001420711_9002000001407774","no","Yes","non_westernized"
"LifeLinesDeep_2016:EGAR00001420714_9002000001408388","no","Yes","non_westernized"
"LifeLinesDeep_2016:EGAR00001420715_9002000001408575","no","Yes","non_westernized"
"LifeLinesDeep_2016:EGAR00001420725_9002000001411196","no","Yes","non_westernized"
"LifeLinesDeep_2016:EGAR00001420726_9002000001411392","no","Yes","non_westernized"
"LifeLinesDeep_2016:EGAR00001420727_9002000001411679","no","Yes","non_westernized"
"LifeLinesDeep_2016:EGAR00001420732_9002000001412872","no","Yes","non_westernized"
"LifeLinesDeep_2016:EGAR00001420736_9002000001413760","no","Yes","non_westernized"
"LifeLinesDeep_2016:EGAR00001420737_9002000001414035","no","Yes","non_westernized"
"LifeLinesDeep_2016:EGAR00001420741_9002000001415560","no","Yes","non_westernized"
"LifeLinesDeep_2016:EGAR00001420742_9002000001415730","no","Yes","non_westernized"
"LifeLinesDeep_2016:EGAR00001420754_9002000001419720","no","Yes","non_westernized"
"LifeLinesDeep_2016:EGAR00001420755_9002000001419730","no","Yes","non_westernized"
"LifeLinesDeep_2016:EGAR00001420756_9002000001420140LL","no","Yes","non_westernized"
"LifeLinesDeep_2016:EGAR00001420757_9002000001420408","no","Yes","non_westernized"
"LifeLinesDeep_2016:EGAR00001420758_9002000001420800","no","Yes","non_westernized"
"LifeLinesDeep_2016:EGAR00001420760_9002000001421030","no","Yes","non_westernized"
"LifeLinesDeep_2016:EGAR00001420761_9002000001421399","no","Yes","non_westernized"
"LifeLinesDeep_2016:EGAR00001420762_9002000001421675","no","Yes","non_westernized"
"LifeLinesDeep_2016:EGAR00001420763_9002000001421826","no","Yes","non_westernized"
"LifeLinesDeep_2016:EGAR00001420764_9002000001421850","no","Yes","non_westernized"
"LifeLinesDeep_2016:EGAR00001420765_9002000001422117","no","Yes","non_westernized"
"LifeLinesDeep_2016:EGAR00001420766_9002000001422322","no","Yes","non_westernized"
"LifeLinesDeep_2016:EGAR00001420767_9002000001422370","no","Yes","non_westernized"
"LifeLinesDeep_2016:EGAR00001420768_9002000001422430","no","Yes","non_westernized"
"LifeLinesDeep_2016:EGAR00001420771_9002000001423590","no","Yes","non_westernized"
"LifeLinesDeep_2016:EGAR00001420772_9002000001423894","no","Yes","non_westernized"
"LifeLinesDeep_2016:EGAR00001420773_9002000001423910","no","Yes","non_westernized"
"LifeLinesDeep_2016:EGAR00001420774_9002000001423970","no","Yes","non_westernized"
"LifeLinesDeep_2016:EGAR00001420785_9002000001426370","no","Yes","non_westernized"
"LifeLinesDeep_2016:EGAR00001420786_9002000001426386LL","no","Yes","non_westernized"
"LifeLinesDeep_2016:EGAR00001420787_9002000001426640","no","Yes","non_westernized"
"LifeLinesDeep_2016:EGAR00001420795_9002000001428569","no","Yes","non_westernized"
"LifeLinesDeep_2016:EGAR00001420796_9002000001428590","no","Yes","non_westernized"
"LifeLinesDeep_2016:EGAR00001420797_9002000001428792","no","Yes","non_westernized"
"LifeLinesDeep_2016:EGAR00001420801_9002000001429889","no","Yes","non_westernized"
"LifeLinesDeep_2016:EGAR00001420803_9002000001431018","no","Yes","non_westernized"
"LifeLinesDeep_2016:EGAR00001420805_9002000001432202","no","Yes","non_westernized"
"LifeLinesDeep_2016:EGAR00001420806_9002000001432310","no","Yes","non_westernized"
"LifeLinesDeep_2016:EGAR00001420807_9002000001433255","no","Yes","non_westernized"
"LifeLinesDeep_2016:EGAR00001420808_9002000001433400","no","Yes","non_westernized"
